# file...... EV_SOC.csv
# date...... Tue Aug 20 16:28:43 2024
# user...... hard312
# host...... (null)
# group..... class=evcharger_det
# property.. battery_SOC
# limit..... 0
# interval.. 600
# timestamp,EV_1,EV_2,EV_3,EV_4,EV_5
2008-01-01 00:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 00:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 00:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 00:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 00:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 00:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 01:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 01:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 01:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 01:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 01:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 01:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 02:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 02:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 02:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 02:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 02:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 02:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 03:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 03:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 03:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 03:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 03:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 03:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 04:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 04:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 04:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 04:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 04:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 04:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 05:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 05:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 05:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 05:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 05:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 05:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 06:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 06:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 06:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 06:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 06:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 06:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 07:00:00 EST,+100,+100,+100,+100,+100
2008-01-01 07:10:00 EST,+100,+100,+100,+100,+100
2008-01-01 07:20:00 EST,+100,+100,+100,+100,+100
2008-01-01 07:30:00 EST,+100,+100,+100,+100,+100
2008-01-01 07:40:00 EST,+100,+100,+100,+100,+100
2008-01-01 07:50:00 EST,+100,+100,+100,+100,+100
2008-01-01 08:00:00 EST,+100,+100,+100,+100,+90
2008-01-01 08:10:00 EST,+100,+100,+100,+100,+90
2008-01-01 08:20:00 EST,+100,+100,+100,+100,+90
2008-01-01 08:30:00 EST,+100,+100,+100,+100,+90
2008-01-01 08:40:00 EST,+100,+100,+100,+100,+90
2008-01-01 08:50:00 EST,+100,+100,+82.2566225166,+86.5925,+90
2008-01-01 09:00:00 EST,+100,+100,+82.2566225166,+86.5925,+90
2008-01-01 09:10:00 EST,+100,+100,+82.2566225166,+86.5925,+90
2008-01-01 09:20:00 EST,+100,+100,+82.2566225166,+86.5925,+90
2008-01-01 09:30:00 EST,+100,+100,+82.2566225166,+86.5925,+90
2008-01-01 09:40:00 EST,+100,+100,+82.2566225166,+86.5925,+90
2008-01-01 09:50:00 EST,+100,+100,+82.2566225166,+86.5925,+90
2008-01-01 10:00:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 10:10:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 10:20:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 10:30:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 10:40:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 10:50:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 11:00:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 11:10:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 11:20:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 11:30:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 11:40:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 11:50:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 12:00:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 12:10:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 12:20:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 12:30:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 12:40:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 12:50:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 13:00:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 13:10:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 13:20:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 13:30:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 13:40:00 EST,+90,+100,+82.2566225166,+86.5925,+90
2008-01-01 13:50:00 EST,+90,+100,+82.2566225166,+86.5925,+80
2008-01-01 14:00:00 EST,+90,+100,+82.2566225166,+86.5925,+80
2008-01-01 14:10:00 EST,+90,+100,+82.2566225166,+86.5925,+80
2008-01-01 14:20:00 EST,+90,+100,+82.2566225166,+86.5925,+80
2008-01-01 14:30:00 EST,+90,+100,+82.2566225166,+86.5925,+80.5383982763
2008-01-01 14:40:00 EST,+90,+100,+82.2566225166,+86.5925,+81.1313308646
2008-01-01 14:50:00 EST,+90,+100,+82.2566225166,+86.5925,+81.7186219873
2008-01-01 15:00:00 EST,+90,+100,+82.2566225166,+86.5925,+82.3003253201
2008-01-01 15:10:00 EST,+90,+100,+82.2566225166,+86.5925,+82.8764940283
2008-01-01 15:20:00 EST,+90,+100,+82.2566225166,+86.5925,+83.4471807711
2008-01-01 15:30:00 EST,+90,+90,+82.2566225166,+86.5925,+84.0124377066
2008-01-01 15:40:00 EST,+90,+90,+82.2566225166,+86.5925,+84.572316497
2008-01-01 15:50:00 EST,+90,+90,+82.2566225166,+86.5925,+85.1268683126
2008-01-01 16:00:00 EST,+90,+90,+82.2566225166,+86.5925,+85.676143837
2008-01-01 16:10:00 EST,+90,+90,+82.2566225166,+86.5925,+86.2201932715
2008-01-01 16:20:00 EST,+90,+90,+82.2566225166,+86.5925,+86.7590663399
2008-01-01 16:30:00 EST,+90,+90,+82.2566225166,+86.5925,+87.2928122927
2008-01-01 16:40:00 EST,+90,+90,+82.2566225166,+86.5925,+87.8214799121
